translation,modern_translation,bleu_score,bleurt_score,bert_score
许 久 才 离 开 。,一 直 过 好 年 而 走 了 。,1.0518351895246305e-231,0.2973977923393249,0.6442304253578186
可 是 没 走 多 远 ， 他 又 返 回 碑 前 ，,我 步 踩 着 数 百 歇 碑 子 壮 大 地 ，,1.0565078215140205e-231,0.1208748072385788,0.5963530540466309
可 是 没 走 多 远 ， 他 又 返 回 碑 前 ， 等 到 累 了 ，,我 跑 了 两 百 步 还 倒 退 缓  Roll 缓 缓 地 走 回 家 ， 累 了 很 多 ，,5.115747450649589e-155,0.4232993721961975,0.6645261645317078
可 是 没 走 多 远 ， 他 又 返 回 碑 前 ， 等 到 累 了 ， 就 把 皮 衣 铺 在 地 上 ，,我 跑 了 两 百 步 还 迎 及 疲 倦 ， 那 倒 做 是 穿 华 贵 的 衣 服 ， 坐 下 观 观 着 那 太 阳 下 面 那 漫 谜 的 天 象 ，,1.1337861261109773e-231,0.2514970302581787,0.6173335313796997
可 是 没 走 多 远 ， 他 又 返 回 碑 前 ， 等 到 累 了 ， 就 把 皮 衣 铺 在 地 上 ， 于 是 ， 他 就 留 宿 石 碑 旁 。,我 有 服 衣 往 前 走 了 仅 有 两 百 步 ， 累 了 很 多 ， 坐 坐 睁 大 眼 睛 观 赏 庐 山 ， 因 为 邮 贵,3.8536102925752676e-155,0.2539005279541015,0.6270313858985901
等 到 累 了 ，,一 到 是 疲 倦 的 时 候 ， 就 会 怎 么 办 ？,1.1008876702055896e-231,0.4290399551391601,0.6637481451034546
等 到 累 了 ， 就 把 皮 衣 铺 在 地 上 ，,一 次 又 耳 暴 ， 就 坐 坐 睁 眼 睁 看 ， ,5.344839673067706e-155,0.1500779539346695,0.6009430885314941
等 到 累 了 ， 就 把 皮 衣 铺 在 地 上 ， 于 是 ， 他 就 留 宿 石 碑 旁 。,一 次 劳 倦 ， 就 坐 着 穿 华 衣 的 ， 因 为 邮 贵 到 那 里 ， 但 是 晚 餐 却 是 糟 蹋 的 ，,4.393655368849994e-155,0.2229544669389724,0.654026210308075
等 到 累 了 ， 就 把 皮 衣 铺 在 地 上 ， 于 是 ， 他 就 留 宿 石 碑 旁 。 就 这 样 一 连 三 天 ， 他 才 恋 恋 不 舍 地 离 去 。,一 次 劳 倦 ， 就 坐 着 穿 华 衣 的 ， 因 为 邮 贵 到 那 里 ， 三 天 后 才 离 开 。,3.684994288739192e-155,0.3239316940307617,0.6724841594696045
就 把 皮 衣 铺 在 地 上 ，,晏 子 仔 坐 靠 着 着 着 布 衣 ，,1.1896457329133973e-231,0.1782647967338562,0.6604034900665283
就 把 皮 衣 铺 在 地 上 ， 于 是 ， 他 就 留 宿 石 碑 旁 。,那 他 坐 饭 台 毛 衣 薄 薄 ， 因 为 邮 贵 到 那 里 ， 但 是 旁 边 有 饭 桌 ， 晒 皮 皙 缝 隙 开 心 ,1.2363867681772577e-231,0.2035922706127166,0.6424526572227478
就 把 皮 衣 铺 在 地 上 ， 于 是 ， 他 就 留 宿 石 碑 旁 。 就 这 样 一 连 三 天 ， 他 才 恋 恋 不 舍 地 离 去 。,现 在 坐 着 羽 衣 衣 衣 的 ， 因 为 邮 贵 的 宠 爱 ， 昨 天 宠 爱 的 邮 馆 往 着 远 方 。 ,9.33155372164043e-232,0.1043290421366691,0.5943784713745117
于 是 ， 他 就 留 宿 石 碑 旁 。,因 为 宠 爱 的 牧 竞 而 另 外 放 置 ，,9.594503055152632e-232,0.0910875648260116,0.5932963490486145
于 是 ， 他 就 留 宿 石 碑 旁 。 就 这 样 一 连 三 天 ， 他 才 恋 恋 不 舍 地 离 去 。,因 为 宠 爱 的 牧 竞 而 卧 在 旁 边 ， 三 天 后 才 能 远 远 迁 迁 离 开 。,4.177551341445402e-155,0.2670751512050628,0.653934121131897
就 这 样 一 连 三 天 ， 他 才 恋 恋 不 舍 地 离 去 。,参 考 翻 译 结 果 ： 三 天 后 才 能 赶 快 前 往 。 ,4.897768495179317e-155,0.2661873996257782,0.6131635904312134
文 徵 明 贴 写 《 文 字 文 》 ，,文 王 待 到 明 尊 着 写 《 千 字 文 言 》 ，,8.673017095803965e-155,0.4490422010421753,0.7348930835723877
文 徵 明 贴 写 《 文 字 文 》 ， 每 天 以 写 十 本 作 为 标 准 ，,文 王,6.955142070410764e-236,0.126648411154747,0.5293600559234619
文 徵 明 贴 写 《 文 字 文 》 ， 每 天 以 写 十 本 作 为 标 准 ， 书 法 就 迅 速 进 步 起 来 。,文 王 待 到 明 尹 来 讲 《 千 字 文 言 》 说 ， 每 天 只 有 十 本 铅 灵 作 用 ， 他 总 是 沉 浮 于 书 权 人 的 行 为 方 式 。,2.1649110214839936e-78,0.4069736003875732,0.6713076233863831
每 天 以 写 十 本 作 为 标 准 ，,公 孙 丑 建 立 制 度 为 常 ， 每 日 只 有 十 本 钱 ， 这 就 称 之 为 正 常 ,4.506889438070446e-155,0.3847600817680359,0.6752711534500122
每 天 以 写 十 本 作 为 标 准 ， 书 法 就 迅 速 进 步 起 来 。,一 日 只 有 十 本 钱 ， 我 把 钱 都 送 给 了 老 师 。 老 师 总 是 推 出 先 前 不 行 的 行 为 方 式 ， 他 总 是 能 够 让 人 们 大 成 绩 。,3.3069081344332578e-155,0.395454466342926,0.6055969595909119
书 法 就 迅 速 进 步 起 来 。,参 考翻 译结 果：书 说 大 征 ， 国 家 大 进 一 步 。,1.2183324802375696e-231,0.4728787541389465,0.6223967671394348
他 平 生 对 于 写 字 ，,学 得 很 充 实 ， 平 安 于 书 ， 但 是 不 如 学 得 很 强 大 ,1.1337861261109773e-231,0.2853171825408935,0.5764451622962952
他 平 生 对 于 写 字 ， 有 时 给 人 回 信 ，,平 安 你 的 父 亲 ， 有 人 答 案 简 要 的 税 桅 ， 这 是 个 很 佳 诗 易 道 。,4.417599881331674e-155,0.1331760883331298,0.5671359896659851
他 平 生 对 于 写 字 ， 有 时 给 人 回 信 ， 稍 微 有 一 点 不 满 意 ，,平 安 的 人 生 在 书 权 中 ， 有 人 答 案 简 要 的 税 权 问 题 ， 有 人 不 懂 得 对 待 又 是 几 种 ， 这 几 种 呢 ？ ,4.27523670193478e-155,0.125334233045578,0.5821449756622314
他 平 生 对 于 写 字 ， 有 时 给 人 回 信 ， 稍 微 有 一 点 不 满 意 ， 一 定 三 番 五 次 地 改 写 它 ，,一 个 平 散 于 书 权 ， 有 人 答 案 简 要 ， 有 人 不 理 解 ， 再 三 次 经 过 变 暴 ， 他 就 不 厌 烦 了 ，,4.842967876203676e-155,0.2340458929538726,0.6424675583839417
有 时 给 人 回 信 ，,晏 子 答 懂 孟 子 的 简 札 ，,1.0244914152188953e-231,0.1566132158041,0.5911507606506348
有 时 给 人 回 信 ， 稍 微 有 一 点 不 满 意 ，,又 有 答 案 简 札 ， 少 用 不 懂 它 的 人 ， ， 这 样 就 会 损 害 人 民 的 意 气 ,1.250849891192838e-231,0.3023194074630737,0.5735212564468384
有 时 给 人 回 信 ， 稍 微 有 一 点 不 满 意 ， 一 定 三 番 五 次 地 改 写 它 ，,也 有 答 道 又 折 箱 又 折 袖 的 简 札 ， 少 不 当 意 ， 再 三 次 折 税 却 不 厌 烦 ，,4.6995438382983534e-155,0.1912572085857391,0.6339491009712219
有 时 给 人 回 信 ， 稍 微 有 一 点 不 满 意 ， 一 定 三 番 五 次 地 改 写 它 ， 因 此 他 的 书 法 越 到 老 年 ， 越 发 精 致 美 好 。,一 个 可 是 答 了 别 人 的 简 札 ， 另 外 的 几 个 不 懂 得 却 不 怎 么 办 ， 再 三 次 经,7.940599017512334e-232,0.0806628614664077,0.589292049407959
稍 微 有 一 点 不 满 意 ，,少 不 是 不 当 意 ，,5.79503507744524e-155,0.514270007610321,0.6090801954269409
稍 微 有 一 点 不 满 意 ， 一 定 三 番 五 次 地 改 写 它 ，,如 果 不 把 心 态 准 备 好 ， 再 觉 得 到 这 三 种 变 化 就 不 厌 烦 ， 这 说 明 孔 子 是 个 读 心 很 善 很 善 的 人 ， 但 是 不 要 是 这 样 。,9.788429383461836e-232,0.2191743552684784,0.5686358213424683
稍 微 有 一 点 不 满 意 ， 一 定 三 番 五 次 地 改 写 它 ， 因 此 他 的 书 法 越 到 老 年 ， 越 发 精 致 美 好 。,能 理 解 得 到 少 的 就 不 会 很 厌 ��ense ， 再 三 次 的 变 换 不 厌 烦 ， 所 以 老 百 姓 变 得 老 废 活 精 明 。,1.2785573224973342e-231,0.2287640869617462,0.63979572057724
一 定 三 番 五 次 地 改 写 它 ，,如 果 再 三 次 改 变 不 动 心 ， 那 就 不 会 厌 恶 ， 这 就 是 为 什 么 呢 ？,1.1409851298103348e-231,0.2663232684135437,0.6237624883651733
一 定 三 番 五 次 地 改 写 它 ， 因 此 他 的 书 法 越 到 老 年 ， 越 发 精 致 美 好 。,一 次 再 三 次 搭 换 不 厌 烦 ， 所 以 老 百 姓 变 得 更 新 而 更 新 的 。,1.1293036044216176e-231,0.2608592808246612,0.6608133316040039
因 此 他 的 书 法 越 到 老 年 ， 越 发 精 致 美 好 。,语 言 上 说 ：老 百 姓 老 师 老 师 的 老 化 程 度 越 优 ， 精 明 的 教 育 程 度 越 优 。,1.2769777614215992e-231,0.4166478514671325,0.6154749989509583
王 冕 是 诸 暨 县 人 。,孟 子 、 诸 � 都 是 诸 侯 王 的 人 ，,5.969061643530969e-155,0.2603123486042022,0.6524683237075806
七 八 岁 时 ，,七 八 岁 时 ， 孟 子 又 问 曾 柯 ： 曾 柯 曾 有 很 高 才 子 ， 怎 么 能 把 他 送 给 天 子 呢 ？,0.1085894367142332,0.4816555976867676,0.6793316602706909
七 八 岁 时 ， 父 亲 叫 他 在 田 埂 上 放 牛 ，,七 八 岁 时 ， 父 亲 意 尝 羁 绊 牛 陇 山 上 ， 父 亲 意 尝 要 死 ， 父 亲 意 尝 要 离 开 ,0.2066736214472914,0.2634390592575073,0.7392370104789734
七 八 岁 时 ， 父 亲 叫 他 在 田 埂 上 放 牛 ， 他 偷 偷 地 跑 进 学 堂 ，,七 八 岁 时 ， 父 亲 死 者 牧 牛 险 荒 在 山 上 ， 悄 悄 地 窃 听 学 校 的 声 音 ， ,0.2418068126014414,0.2967867255210876,0.7755280137062073
七 八 岁 时 ， 父 亲 叫 他 在 田 埂 上 放 牛 ， 他 偷 偷 地 跑 进 学 堂 ， 去 听 学 生 念 书 。,七 八 岁 时 ， 父 亲 死 者 牧 牛 险 境 中 ， 拿 着 学 习 ， 听 读 诸 侯 王 子 读 书 ；,0.2062437748335536,0.2318173497915268,0.7364019155502319
父 亲 叫 他 在 田 埂 上 放 牛 ，,父 亲 禾 苗 养 牛 陥 乎 灵 愿 ，,6.5138693299680855e-155,0.3174784183502197,0.6979922652244568
父 亲 叫 他 在 田 埂 上 放 牛 ， 他 偷 偷 地 跑 进 学 堂 ，,父 亲 送 孩 子 种 牲 牛 养 ��,2.3447547273082534e-155,0.1861765086650848,0.6739856004714966
父 亲 叫 他 在 田 埂 上 放 牛 ， 他 偷 偷 地 跑 进 学 堂 ， 去 听 学 生 念 书 。,父 亲 牧 牛 险 边 上 ， 拿 又 坟 烂 倒 滞 的 学 舍 ， 听 诸 侯 各 有 各 有 书 权 的 声 音 ， ��,4.603677844522013e-155,0.2177908718585968,0.6549534201622009
父 亲 叫 他 在 田 埂 上 放 牛 ， 他 偷 偷 地 跑 进 学 堂 ， 去 听 学 生 念 书 。 听 完 以 后 ，,父 亲 禾 苗 养 牛 险 山 上 ， 暗 中 跟 着 学 圈 进 班 ， 听 读 诗 歌 ， 学 习 很 快 ；,4.588855310328526e-155,0.2513110041618347,0.6897949576377869
他 偷 偷 地 跑 进 学 堂 ，,拿 偷 窃 找 帚 架 上 学 习 ，,1.3483065280626046e-231,0.3215870261192322,0.6374765634536743
他 偷 偷 地 跑 进 学 堂 ， 去 听 学 生 念 书 。,拿 偷 窃 窃 窃 着 进 学 院 ， 听 读 诗 歌 、 文 言 子 等 读 书 的 人 ； ,4.8164300671782836e-155,0.3875066637992859,0.6992672681808472
他 偷 偷 地 跑 进 学 堂 ， 去 听 学 生 念 书 。 听 完 以 后 ，,拿 偷 窃 窃 窃 进 入 学 舍 ， 听 诸 尊 的 人 读 书 ； 听 了 很 久 了 ， 但 是 还 没 有 理 解 ； 听 了 很 久 了 ， 但 是 还 没,1.2035620841904512e-231,0.3569248914718628,0.6721047163009644
他 偷 偷 地 跑 进 学 堂 ， 去 听 学 生 念 书 。 听 完 以 后 ， 总 是 默 默 地 记 住 。,拿 偷 坐 在 学 校 园 栽 ， 听 读 诗 歌 、 文 言 子 说 ； 听 完 了 ， 还 是 沉 浮 不 前 进 。,4.803430137390974e-155,0.4616376757621765,0.6696494817733765
去 听 学 生 念 书 。,学 习 听 读 诸 侯 的 人 诵 又 书 ；,1.2882297539194156e-231,0.4647579789161682,0.6744969487190247
去 听 学 生 念 书 。 听 完 以 后 ，,听 别 人 读 书 ， 听 了 很 久 就 读 过 了 ； 听 了 很 久 就 听 了 很 多 人 读 的 书 ， 我 也 读 过 了 很 多 。 ,1.1045881851389632e-231,0.5383031368255615,0.6366645693778992
去 听 学 生 念 书 。 听 完 以 后 ， 总 是 默 默 地 记 住 。,听 别 人 读 书 时 ， 听 了 很 多 ， 但 是 还 是 很 少 记 挙 了 。 听 了 很 多 ,4.8052765456263716e-155,0.6186199188232422,0.7077608108520508
听 完 以 后 ，,早 到 圣 人 听 了 ， 我 也 感 受 了 。,1.1409851298103348e-231,0.2294702231884002,0.6515167951583862
听 完 以 后 ， 总 是 默 默 地 记 住 。,早 已 听 听 听 ， 辄 好 凭 借 历 历 记 留 下 。,1.2882297539194156e-231,0.5324033498764038,0.6557594537734985
总 是 默 默 地 记 住 。,语 义 上 就 记 得 了 。,1.2882297539194156e-231,0.5542183518409729,0.6344465017318726
傍 晚 回 家 ，,晚 到 庆 祝 ，,1.4488496539373276e-231,0.3129263520240783,0.6932739615440369
傍 晚 回 家 ， 他 把 放 牧 的 牛 都 忘 记 了 。,晚 到 地 方 ， 忘 记 了 他 的 牛 匹 。,3.4342026934160926e-78,0.2859409153461456,0.7659351825714111
他 把 放 牧 的 牛 都 忘 记 了 。,参考翻译结果a：忘 记 了 彼 牛 。,3.9173721514497835e-155,0.3239582180976867,0.6607642769813538
王 冕 的 父 亲 大 怒 ， 打 了 王 冕 一 顿 。,我 父 亲 很 怒 的 。,2.7942537564301985e-155,0.2921868562698364,0.7018465995788574
过 后 ， 他 仍 是 这 样 。,一 直 是 做 好 初 期 的 人 ， 再 起 来 做 到 很 多 了 。,1.1484186507842885e-231,0.2624535262584686,0.6045321226119995
他 的 母 亲 说 ：,母 亲 说 ：,0.6065306597126334,0.752754807472229,0.8793203830718994
他 的 母 亲 说 ： 这 孩 子 想 读 书 这 样 入 迷 ，,母 亲 说 ： 孩 子 怎 么 搞 理 他 呢 ？,0.1757068182621697,0.2318725138902664,0.7211455702781677
他 的 母 亲 说 ： 这 孩 子 想 读 书 这 样 入 迷 ， 何 不 由 着 他 呢 ？,母 亲 说 ： 儿 子 怎 么 懂 得 这 么 劲 ， 既 宁 定 不 听 听 他 所 要 叫 叫 呢 ？,0.1202260496442699,0.3289840817451477,0.718122661113739
这 孩 子 想 读 书 这 样 入 迷 ，,孟 子 说 ： 听 孟 子 说 ， 我 儿 子 又 怎 么 说 ？ ，,1.0518351895246305e-231,0.2347499132156372,0.6057875752449036
这 孩 子 想 读 书 这 样 入 迷 ， 何 不 由 着 他 呢 ？,儿 痴 战 于 此 ， 曼 挫 不 听 他 所 要 听 的 呢 ？,5.178759661787199e-155,0.21596060693264,0.6379167437553406
何 不 由 着 他 呢 ？,普 通 话 说 ： 不 懂 他 们 为 什 么 不 听 呢 ？,5.359624986283916e-155,0.2974509000778198,0.6222981214523315
王 冕 从 此 以 后 就 地 离 开 家 ，,易 王 因 为 冢 ��vin 而 离 开 ， 易 王 拥 有 巨 大 国 库 ， 易 王 拥 有 巨 大 国 库 ,4.098292351100502e-155,0.2317795157432556,0.6244223117828369
王 冕 从 此 以 后 就 地 离 开 家 ， 寄 住 在 寺 庙 里 。,易 王 因 为 冢 夫 矣 ， 依 益 圣 人 居 住 于 监 禁 。,1.1832532987548624e-231,0.3319558203220367,0.6342458128929138
寄 住 在 寺 庙 里 。,依 靠 着 孔 圣 人 的 教 育 来 培 养 自 己 的 人 的 才 能 。,8.614911585158348e-232,0.3979485332965851,0.610893189907074
一 到 夜 里 ， 他 就 暗 暗 地 走 出 来 ，,沉 浮 于 海 ， 晚 夜 退 隐 ， 又 惠 不 惠 ， 又 惠 不 惠 ,1.1484186507842885e-231,0.2086778432130813,0.5999204516410828
一 到 夜 里 ， 他 就 暗 暗 地 走 出 来 ， 坐 在 佛 像 的 膝 盖 上 ，,昏 昧 的 夜 里 潜 艇 浸 薄 于 水 ， 坐 下 法 人 背 后 ， 。,5.412245098271028e-155,0.2243659198284149,0.6554667949676514
一 到 夜 里 ， 他 就 暗 暗 地 走 出 来 ， 坐 在 佛 像 的 膝 盖 上 ， 手 里 拿 着 书 就 着 佛 像 前 长 明 灯 的 灯 光 诵 读 ，,夜 深 深 深 深 深 深 深 深 深 深 深 深 深 深 深 深 深 深 深 深 深 深 深 深 深 深 深 深 深 深 深 深 深 深 深 深 深 深 深 深 深 深 深 深 深 深 深 深 深 深,6.817352958349419e-232,0.2824543118476867,0.4250498414039612
坐 在 佛 像 的 膝 盖 上 ，,慢  slightly 着 坐 在 佛 陀 灵 座 上 ， 背 着 身 高 的 背 面 ， 是 因 为 是 圣 人 。 ,2.2509875063309705e-78,0.3812841176986694,0.7047103047370911
坐 在 佛 像 的 膝 盖 上 ， 手 里 拿 着 书 就 着 佛 像 前 长 明 灯 的 灯 光 诵 读 ，,护 焉 坐 下 腹 地 站 在 佛 山 山 上 ， 护 着 策 烤 映 辨 别 阔 大 灯 读 书 ， 是 因 为 是 一 个 读 书 人 ，,5.294647826932765e-155,0.3139030635356903,0.6423729062080383
坐 在 佛 像 的 膝 盖 上 ， 手 里 拿 着 书 就 着 佛 像 前 长 明 灯 的 灯 光 诵 读 ， 书 声 琅 琅 一 直 读 到 天 亮 。,护 焉 坐 在 佛 山 山 上 的 时 候 ， 护 着 策 畴 映 辐 辨 细 灵 明 仪 器 的 时 候 ， 琐 琦 如 日,1.5800959398528818e-78,0.2089391946792602,0.5982373952865601
手 里 拿 着 书 就 着 佛 像 前 长 明 灯 的 灯 光 诵 读 ，,拥 着 积 累 的 规 划 映 辉 照 耀 辉 照 着 那 里 面 的 灯 ， 读 书 时 沉 浮 思 ，,4.8737184232898805e-155,0.2292443364858627,0.6312260627746582
手 里 拿 着 书 就 着 佛 像 前 长 明 灯 的 灯 光 诵 读 ， 书 声 琅 琅 一 直 读 到 天 亮 。,拥 着 积 累 的 规 划 映 辉 灯 读 书 ， 易 如 易 反 。,7.386437929758728e-232,0.2120043039321899,0.5974704027175903
书 声 琅 琅 一 直 读 到 天 亮 。,语 义 上 就 会 达 到 旦 那 样 高 强 大 。,1.1200407237786665e-231,0.2235186100006103,0.533594012260437
佛 像 多 是 泥 塑 的 ，,佛 像 是 许 多 土 地 的 偶 然 ， 这 是 为 了 几 万 乘 的 人 而 建 立 的 。,4.717068855239749e-155,0.2568332850933075,0.6789170503616333
佛 像 多 是 泥 塑 的 ， 王 冕 虽 是 小 孩 ，,佛 像 是 拥 有 很 多 土 地 的 ， 冉 禄 的 小 国 家 ， ， ,6.9373832093277834e-155,0.1959286332130432,0.6578625440597534
佛 像 多 是 泥 塑 的 ， 王 冕 虽 是 小 孩 ， 却 神 色 安 然 ， 好 像 没 有 看 见 似 的 。,现 在 的 佛 像 很 多 土 地 ， 冉 牛 的 小 国 家 ， 看 起 来 就 很 差 一 点 。,4.504321082631598e-155,0.2333696782588958,0.6235643625259399
王 冕 虽 是 小 孩 ，,冕 国 的 小 儿 ，,1.2967862918337585e-231,0.4241734147071838,0.7222510576248169
王 冕 虽 是 小 孩 ， 却 神 色 安 然 ， 好 像 没 有 看 见 似 的 。,现 在 的 农 夫 儿 很 少 ， 看 见 他 就 会 怒 气 。,4.092972433371513e-155,0.1578542292118072,0.6255562901496887
却 神 色 安 然 ， 好 像 没 有 看 见 似 的 。,a 说 ： 好 象 不 见 。,5.9430374753870144e-232,0.313324511051178,0.6672821640968323
安 阳 的 韩 性 听 说 ， 觉 得 他 与 众 不 同 ，,学 习 韩 国 的 人 就 会 听 听 不 同 的 意 气 ， 这 就 会 让 人 感 受 到 不 同 意 思 。 ,4.373418331483711e-155,0.3369414210319519,0.6466709971427917
安 阳 的 韩 性 听 说 ， 觉 得 他 与 众 不 同 ， 将 他 收 作 学 生 ，,普 通 人 会 读 韩 国 书 ， 听 又 不 同 ， 我 们 把 它 总 是 穆 苴 一 样 把 弟 子 一 起 学 习 ， 我 们 把 它 总 是 把 弟 子,1.5359921273551537e-78,0.1943099200725555,0.5990164875984192
安 阳 的 韩 性 听 说 ， 觉 得 他 与 众 不 同 ， 将 他 收 作 学 生 ， 于 是 学 成 了 博 学 多 能 的 儒 生 。,现 在 几 个 人 会 觉 得 韩 国 那 样 别 具 性 质 的 ， 我 们 拿 另 外 的 书 本 ， 跟 弟 子 一 起 学 习 ， 最 后 成 为 通 ��,4.268835553450474e-155,0.2266642898321151,0.6092227101325989
将 他 收 作 学 生 ，,易 为 弟 子 ，,8.166726842395623e-232,0.2114564180374145,0.7201712727546692
将 他 收 作 学 生 ， 于 是 学 成 了 博 学 多 能 的 儒 生 。,担 任 学 生 为 弟 子 ， 最 后 为 孟 子 学 为 传 统 人 。,4.920968510408716e-155,0.475577712059021,0.6699007749557495
于 是 学 成 了 博 学 多 能 的 儒 生 。,禾 苗 成 全 ， 终 身 为 儒 师 。,1.0976852611324293e-231,0.4528182744979858,0.6443430781364441
当 初 ，,是 前 面 的 ，,1.2183324802375696e-231,0.1174883991479873,0.6020479202270508
当 初 ， 孙 权 对 吕 蒙 说 ：,先 生 又 说 ：,3.085870763357767e-155,0.4488523006439209,0.6672182083129883
当 初 ， 孙 权 对 吕 蒙 说 ： 您 现 在 担 任 要 职 ，,先 来 又 称 吴 吾 吾 吾 的 人 说 ： 现 在 您 是 润 洁 润 的 掌 柜 人 ， ,5.72773290480137e-155,0.2740823030471802,0.6464046835899353
当 初 ， 孙 权 对 吕 蒙 说 ： 您 现 在 担 任 要 职 ， 不 可 以 不 学 习 ！,首 先 ， 宋 王 权 力 叫 做 吕 蒙 说 ： 现 在 润 润 润 他 们 掌 柄 的 ， 不 能 不 学 很 多 。,0.1175116376252529,0.3456114530563354,0.7081061005592346
孙 权 对 吕 蒙 说 ：,权 谓 吕 蒙 说 ： ， 我 们 又 说 ： 。,0.2044800736021839,0.5286776423454285,0.7585209608078003
孙 权 对 吕 蒙 说 ： 您 现 在 担 任 要 职 ，,权 谓 吕 蒙 说 ： 现 在 您 承 担 润 洁 掌 护 掌 的 重 要 作 用 ， ,0.1496284837254666,0.3909691572189331,0.7580805420875549
孙 权 对 吕 蒙 说 ： 您 现 在 担 任 要 职 ， 不 可 以 不 学 习 ！,现 在 的 国 家 主 张 说 ： 权 力 叫 做 吕 蒙 ， 现 在 润 润 掘 井 的 卿 相 润 澡 一 样 ， 不 能 不 学 习 它 们 。,2.371904923562188e-78,0.2548895478248596,0.6757625937461853
您 现 在 担 任 要 职 ，,现 在 您 把 卿 卿 相 比 突 过 掌 柜 ，,5.969061643530969e-155,0.2258642613887787,0.6687830686569214
您 现 在 担 任 要 职 ， 不 可 以 不 学 习 ！,现 在 您 承 认 卿 卿 子 承 认 涂 掌 统 治 的 重 要 ， 不 能 不 学 习 吧 ！,2.8338792031635803e-78,0.4225914478302002,0.6897684335708618
不 可 以 不 学 习 ！,语 义 上 不 可 不 学 习 ！,0.3549481056010053,0.7008596658706665,0.7891035676002502
